DAFODILCOM,20260423,100000,108.10,660
NCCBANK,20260423,100000,13.70,3200
PTL,20260423,100000,62.80,38095
ABBANK,20260423,100000,5.90,3000
ACMEPL,20260423,100000,25.50,14360
AGRANINS,20260423,100000,22.80,118350
BDAUTOCA,20260423,100000,250.00,4018
BDTHAI,20260423,100000,12.50,500
BDTHAIFOOD,20260423,100000,18.40,511
BPML,20260423,100000,28.40,11200
BRACBANK,20260423,100000,74.20,3410
EBL,20260423,100000,27.20,3124
FAREASTLIF,20260423,100000,22.80,20000
FEKDIL,20260423,100000,15.10,5
FUWANGCER,20260423,100000,12.80,5006
GENNEXT,20260423,100000,3.50,1
MEGHNAINS,20260423,100000,29.50,3001
MIRAKHTER,20260423,100000,39.20,50509
MONNOFABR,20260423,100000,23.40,24733
RUPALIBANK,20260423,100000,20.00,70100
SAIHAMCOT,20260423,100000,21.60,10015
SAIHAMTEX,20260423,100000,19.10,10001
SAMATALETH,20260423,100000,108.00,8780
SHAHJABANK,20260423,100000,17.40,25
SINGERBD,20260423,100000,91.00,359
SKTRIMS,20260423,100000,9.60,2
SQURPHARMA,20260423,100000,212.90,149
WATACHEM,20260423,100000,143.70,1179
ACIFORMULA,20260423,100000,150.40,59
ANWARGALV,20260423,100000,103.00,22586
APEXFOODS,20260423,100000,266.30,2041
BDLAMPS,20260423,100000,202.00,16928
BNICL,20260423,100000,76.60,4
BSC,20260423,100000,105.50,4420
DOMINAGE,20260423,100000,60.60,131521
EASTLAND,20260423,100000,21.80,25400
HAKKANIPUL,20260423,100000,80.80,2000
KPCL,20260423,100000,11.00,1277
MHSML,20260423,100000,17.60,100
MIDLANDBNK,20260423,100000,16.70,14500
MONNOCERA,20260423,100000,84.70,2
PENINSULA,20260423,100000,22.20,14675
PHENIXINS,20260423,100000,40.30,502
POPULAR1MF,20260423,100000,3.10,50000
RINGSHINE,20260423,100000,4.30,758635
ACMELAB,20260423,100000,76.70,500
AMCL(PRAN),20260423,100000,221.00,200
BEACHHATCH,20260423,100000,30.20,1
FUWANGFOOD,20260423,100000,10.00,1000
GOLDENSON,20260423,100000,14.70,18100
KDSALTD,20260423,100000,47.20,3000
ROBI,20260423,100000,28.70,8440
VFSTDL,20260423,100000,12.50,24000
BATBC,20260423,100000,219.00,30
BBS,20260423,100000,12.30,5243
CONFIDCEM,20260423,100000,62.90,2500
IFADAUTOS,20260423,100000,23.20,3500
ORIONPHARM,20260423,100000,27.70,100
FORTUNE,20260423,100000,14.00,295
1JANATAMF,20260423,100000,3.10,7
CITYGENINS,20260423,100000,99.80,20
ICB,20260423,100000,38.20,5
IPDC,20260423,100000,19.20,1000
ORIONINFU,20260423,100000,324.90,401
RELIANCE1,20260423,100000,11.70,100
SLIPLC,20260423,100000,62.00,1
ASIAINS,20260423,100000,41.10,1500
BBSCABLES,20260423,100000,20.90,5550
PURABIGEN,20260423,100000,25.00,10600
QUASEMIND,20260423,100000,41.00,1
1STPRIMFMF,20260423,100000,19.40,5
AMANFEED,20260423,100000,27.00,5300
GQBALLPEN,20260423,100000,601.80,69
RUNNERAUTO,20260423,100000,42.90,6500
SIMTEX,20260423,100000,25.10,51601
INTECH,20260423,100000,38.50,555
DSSL,20260423,100000,9.80,9453
EXIM1STMF,20260423,100000,3.80,3100
IFIC1STMF,20260423,100000,3.90,4
MONOSPOOL,20260423,100000,104.00,3298
SONARGAON,20260423,100000,38.90,5
BSCPLC,20260423,100000,140.20,82
PEOPLESINS,20260423,100000,53.60,12450
UCB,20260423,100000,9.10,2615
AAMRATECH,20260423,100000,14.60,56324
NBL,20260423,100000,4.50,530
NURANI,20260423,100000,3.10,14168
PRIMETEX,20260423,100000,20.40,250
ZAHEENSPIN,20260423,100000,5.70,5000
BANGAS,20260423,100000,155.10,2650
CAPITECGBF,20260423,100000,7.10,320001
PF1STMF,20260423,100000,7.70,109971
CVOPRL,20260423,100000,163.90,5100
KBPPWBIL,20260423,100000,50.00,17371
REPUBLIC,20260423,100000,33.80,100
SAPORTL,20260423,100000,51.20,16000
SINOBANGLA,20260423,100000,50.80,1000
LOVELLO,20260423,100000,79.10,17115
MONNOAGML,20260423,100000,345.00,1000
NAVANAPHAR,20260423,100000,61.50,2000
SUNLIFEINS,20260423,100000,71.00,4051
DSHGARME,20260423,100000,129.90,18755
ETL,20260423,100000,11.40,60000
NAHEEACP,20260423,100000,24.80,8006
BPPL,20260423,100000,15.10,13000
EGEN,20260423,100000,23.20,21003
LHB,20260423,100000,50.70,5
ARGONDENIM,20260423,100000,17.60,101
AGNISYSL,20260423,100000,25.70,207843
SHEPHERD,20260423,100000,14.50,41200
SSSTEEL,20260423,100000,5.20,1
TOSRIFA,20260423,100000,17.50,9005
DELTASPINN,20260423,100000,6.50,1000
LEGACYFOOT,20260423,100000,80.70,640
RDFOOD,20260423,100000,20.90,7
INDEXAGRO,20260423,100000,72.00,10
RUPALIINS,20260423,100000,24.20,1000
RUPALILIFE,20260423,100000,84.40,1500
BGIC,20260423,100000,35.30,2
DHAKABANK,20260423,100000,12.10,100
ILFSL,20260423,100000,2.70,9002
DBH,20260423,100000,38.40,1
DBH1STMF,20260423,100000,4.70,18501
SONALIPAPR,20260423,100000,235.40,2460
ABB1STMF,20260423,100000,3.30,10000
MERCANBANK,20260423,100000,8.70,100000
SPCERAMICS,20260423,100000,20.90,10001
GPHISPAT,20260423,100000,16.70,500
LRGLOBMF1,20260423,100000,3.40,1
PIONEERINS,20260423,100000,62.60,1600
TRUSTBANK,20260423,100000,17.80,1000
CENTRALPHL,20260423,100000,9.00,1
CONTININS,20260423,100000,29.10,8002
GRAMEENS2,20260423,100000,12.20,17434
MLDYEING,20260423,100000,8.70,1
EASTERNINS,20260423,100000,57.20,20
GP,20260423,100000,243.90,8
PLFSL,20260423,100000,2.90,2002
SEAPEARL,20260423,100000,37.40,650
DULAMIACOT,20260423,100000,131.80,1000
DESHBANDHU,20260423,100000,18.30,600
POPULARLIF,20260423,100000,52.60,2700
PRIMELIFE,20260423,100000,35.50,2000
RAHIMTEXT,20260423,100000,215.00,250
TAMIJTEX,20260423,100000,127.00,1
PREMIERCEM,20260423,100000,38.50,2
FASFIN,20260423,100000,2.80,10000
PRAGATILIF,20260423,100000,197.10,4721
GLDNJMF,20260423,100000,6.20,1
ISLAMIBANK,20260423,100000,37.10,1
ZEALBANGLA,20260423,100000,134.00,5
ACI,20260423,100000,209.00,101
AFTABAUTO,20260423,100000,28.50,1
RANFOUNDRY,20260423,100000,153.00,300
IFIC,20260423,100000,5.20,1
SILCOPHL,20260423,100000,14.70,1
FAMILYTEX,20260423,100000,3.20,1000
NFML,20260423,100000,15.00,1
TILIL,20260423,100000,45.60,1100
QUEENSOUTH,20260423,100000,11.90,1
UNILEVERCL,20260423,100000,2155.00,23
CITYBANK,20260423,100000,31.70,1
ICBEPMF1S1,20260423,100000,5.40,1500
DGIC,20260423,100000,22.20,5000
KAY&QUE,20260423,100000,504.30,350
PTL,20260423,100100,62.80,4315
ACMEPL,20260423,100100,25.30,134211
AGRANINS,20260423,100100,22.80,1253
BDAUTOCA,20260423,100100,247.70,2500
BDTHAI,20260423,100100,12.80,1
BDTHAIFOOD,20260423,100100,18.30,3500
BRACBANK,20260423,100100,74.20,13970
EBL,20260423,100100,27.20,400
FEKDIL,20260423,100100,15.20,50
FUWANGCER,20260423,100100,12.70,5395
MIRAKHTER,20260423,100100,38.70,55636
MONNOFABR,20260423,100100,23.20,22500
RUPALIBANK,20260423,100100,19.80,15050
SAIHAMCOT,20260423,100100,21.70,6051
SAIHAMTEX,20260423,100100,18.80,3850
SAMATALETH,20260423,100100,108.80,6180
SINGERBD,20260423,100100,90.00,1217
WATACHEM,20260423,100100,144.50,2936
ACIFORMULA,20260423,100100,150.60,1004
ANWARGALV,20260423,100100,102.30,18010
APEXFOODS,20260423,100100,269.90,456
BDLAMPS,20260423,100100,195.30,11985
BNICL,20260423,100100,77.60,100
BSC,20260423,100100,105.50,9129
DOMINAGE,20260423,100100,60.00,152711
HAKKANIPUL,20260423,100100,81.40,722
MIDLANDBNK,20260423,100100,16.70,10200
MONNOCERA,20260423,100100,84.90,55
PENINSULA,20260423,100100,22.20,30090
PHENIXINS,20260423,100100,41.00,200
POPULAR1MF,20260423,100100,3.10,20000
RINGSHINE,20260423,100100,4.20,184858
AMCL(PRAN),20260423,100100,216.00,149
GOLDENSON,20260423,100100,14.80,31700
KDSALTD,20260423,100100,47.30,200
ROBI,20260423,100100,28.80,21560
VFSTDL,20260423,100100,12.50,45100
BBS,20260423,100100,12.10,55780
IPDC,20260423,100100,19.30,8000
ORIONINFU,20260423,100100,324.90,700
SLIPLC,20260423,100100,65.10,1000
ASIAINS,20260423,100100,40.50,3090
BBSCABLES,20260423,100100,20.90,7000
PURABIGEN,20260423,100100,24.70,19300
QUASEMIND,20260423,100100,41.20,57
1STPRIMFMF,20260423,100100,19.40,4000
GQBALLPEN,20260423,100100,604.10,480
RUNNERAUTO,20260423,100100,42.60,6170
SIMTEX,20260423,100100,25.00,58399
INTECH,20260423,100100,38.50,5125
DSSL,20260423,100100,9.80,6500
IFIC1STMF,20260423,100100,3.90,5000
MONOSPOOL,20260423,100100,104.00,3450
PEOPLESINS,20260423,100100,53.50,17000
AAMRATECH,20260423,100100,14.60,13460
NBL,20260423,100100,4.50,850
PRIMETEX,20260423,100100,20.80,250
BANGAS,20260423,100100,154.00,2298
CAPITECGBF,20260423,100100,7.10,136000
PF1STMF,20260423,100100,7.70,43422
CVOPRL,20260423,100100,163.90,2870
KBPPWBIL,20260423,100100,50.20,300
SAPORTL,20260423,100100,51.10,27200
SINOBANGLA,20260423,100100,50.30,5309
LOVELLO,20260423,100100,79.70,29535
MONNOAGML,20260423,100100,352.50,40
NAVANAPHAR,20260423,100100,61.60,2600
SUNLIFEINS,20260423,100100,71.30,2970
DSHGARME,20260423,100100,127.00,16236
ETL,20260423,100100,11.40,67537
NAHEEACP,20260423,100100,25.10,2442
BPPL,20260423,100100,15.20,5505
EGEN,20260423,100100,23.10,52000
ARGONDENIM,20260423,100100,17.50,100
AGNISYSL,20260423,100100,25.50,37900
SHEPHERD,20260423,100100,14.40,130000
DELTASPINN,20260423,100100,6.50,1
LEGACYFOOT,20260423,100100,80.00,12720
INDEXAGRO,20260423,100100,71.50,200
DHAKABANK,20260423,100100,12.10,13000
ILFSL,20260423,100100,2.70,500
DBH1STMF,20260423,100100,4.80,2
SONALIPAPR,20260423,100100,235.00,3875
ABB1STMF,20260423,100100,3.30,10000
MERCANBANK,20260423,100100,8.60,74710
SPCERAMICS,20260423,100100,20.90,1
PIONEERINS,20260423,100100,62.00,500
CONTININS,20260423,100100,28.90,3500
MLDYEING,20260423,100100,8.70,2001
EASTERNINS,20260423,100100,58.20,3
GP,20260423,100100,245.00,208
PLFSL,20260423,100100,2.90,24998
SEAPEARL,20260423,100100,37.30,11319
DESHBANDHU,20260423,100100,18.40,2830
RAHIMTEXT,20260423,100100,212.10,2100
FASFIN,20260423,100100,2.80,50
PRAGATILIF,20260423,100100,196.80,1561
ZEALBANGLA,20260423,100100,129.50,1
ACI,20260423,100100,208.00,599
IFIC,20260423,100100,5.10,5653
NFML,20260423,100100,15.00,1001
TILIL,20260423,100100,45.50,4000
UNILEVERCL,20260423,100100,2155.00,125
CITYBANK,20260423,100100,31.70,1
KAY&QUE,20260423,100100,506.00,466
APEXFOOT,20260423,100100,204.00,2600
APEXTANRY,20260423,100100,78.50,2000
BDFINANCE,20260423,100100,13.20,6000
CAPMBDBLMF,20260423,100100,12.30,4
JANATAINS,20260423,100100,36.40,11640
DSEX,20260423,100100,5311.63,4506419
HFL,20260423,100100,16.20,250
ZAHINTEX,20260423,100100,7.60,4
LANKABAFIN,20260423,100100,14.40,17700
JAMUNABANK,20260423,100100,23.30,10000
AL-HAJTEX,20260423,100100,114.50,420
APEXSPINN,20260423,100100,311.90,3118
BARKAPOWER,20260423,100100,7.80,3750
INTRACO,20260423,100100,17.90,1140
OAL,20260423,100100,6.40,10000
ALLTEX,20260423,100100,14.60,6850
BXPHARMA,20260423,100100,117.70,50
MAGURAPLEX,20260423,100100,85.30,165
PHPMF1,20260423,100100,3.30,5
PRAGATIINS,20260423,100100,73.00,1000
SALVO,20260423,100100,32.40,20000
EHL,20260423,100100,78.20,1001
REGENTTEX,20260423,100100,4.10,1
ITC,20260423,100100,39.90,1
EBLNRBMF,20260423,100100,3.20,1
DUTCHBANGL,20260423,100100,39.90,100
FAREASTFIN,20260423,100100,2.60,100
SPCL,20260423,100100,52.40,531
NTLTUBES,20260423,100100,63.60,3775
ALIF,20260423,100100,4.90,5
CLICL,20260423,100100,56.80,1
ISNLTD,20260423,100100,74.80,7001
AAMRANET,20260423,100100,17.00,7000
SONALIANSH,20260423,100100,156.30,160
COPPERTECH,20260423,100100,23.60,400
PADMAOIL,20260423,100100,175.80,3
UTTARABANK,20260423,100100,24.60,100
NHFIL,20260423,100100,23.30,2000
BESTHLDNG,20260423,100100,13.20,1
GLOBALINS,20260423,100100,30.70,3424
MALEKSPIN,20260423,100100,27.40,1000
TECHNODRUG,20260423,100100,37.50,1000
AOL,20260423,100100,17.00,2000
SOUTHEASTB,20260423,100100,9.10,4000
TRUSTB1MF,20260423,100100,3.10,3000
BSRMLTD,20260423,100100,84.00,205
OLYMPIC,20260423,100100,146.70,501
SHURWID,20260423,100100,6.50,110
FEDERALINS,20260423,100100,21.70,5100
CENTRALINS,20260423,100100,41.40,100
PREMIERLEA,20260423,100100,2.70,2000
BDCOM,20260423,100100,29.30,50
DAFODILCOM,20260423,100200,109.00,134
PTL,20260423,100200,62.70,50
ACMEPL,20260423,100200,25.40,78615
BDAUTOCA,20260423,100200,248.90,60
BDTHAIFOOD,20260423,100200,18.40,32963
BRACBANK,20260423,100200,74.30,8
FEKDIL,20260423,100200,15.20,500
FUWANGCER,20260423,100200,12.70,4605
MIRAKHTER,20260423,100200,38.90,35789
MONNOFABR,20260423,100200,23.30,28750
RUPALIBANK,20260423,100200,19.80,2560
SAIHAMCOT,20260423,100200,21.60,45035
SAIHAMTEX,20260423,100200,18.80,3800
SAMATALETH,20260423,100200,107.70,3065
SINGERBD,20260423,100200,90.00,7062
SQURPHARMA,20260423,100200,212.80,817
WATACHEM,20260423,100200,144.70,2825
ACIFORMULA,20260423,100200,150.40,1547
ANWARGALV,20260423,100200,102.30,14293
APEXFOODS,20260423,100200,268.00,3864
BDLAMPS,20260423,100200,196.00,1402
BNICL,20260423,100200,76.60,310
BSC,20260423,100200,105.50,11176
DOMINAGE,20260423,100200,59.80,35288
EASTLAND,20260423,100200,21.70,39000
HAKKANIPUL,20260423,100200,81.90,3454
KPCL,20260423,100200,11.00,6000
MHSML,20260423,100200,18.00,4500
MIDLANDBNK,20260423,100200,16.70,5376
MONNOCERA,20260423,100200,85.20,3026
PENINSULA,20260423,100200,22.10,3835
PHENIXINS,20260423,100200,41.00,1800
POPULAR1MF,20260423,100200,3.10,2000
RINGSHINE,20260423,100200,4.20,228051
ACMELAB,20260423,100200,77.00,242
AMCL(PRAN),20260423,100200,218.40,52
BEACHHATCH,20260423,100200,30.20,37
GOLDENSON,20260423,100200,14.60,31500
KDSALTD,20260423,100200,47.20,8001
ROBI,20260423,100200,28.80,13500
BATBC,20260423,100200,217.60,200
BBS,20260423,100200,12.00,3700
CONFIDCEM,20260423,100200,62.80,3700
IFADAUTOS,20260423,100200,23.20,3000
ORIONPHARM,20260423,100200,27.60,100
1JANATAMF,20260423,100200,3.10,2500
ICB,20260423,100200,38.50,2500
IPDC,20260423,100200,19.30,25
ORIONINFU,20260423,100200,326.00,680
RELIANCE1,20260423,100200,11.70,20544
SLIPLC,20260423,100200,65.20,1501
ASIAINS,20260423,100200,40.40,201
BBSCABLES,20260423,100200,20.80,2660
PURABIGEN,20260423,100200,24.70,4000
QUASEMIND,20260423,100200,41.10,1303
AMANFEED,20260423,100200,27.00,14800
GQBALLPEN,20260423,100200,604.50,1010
RUNNERAUTO,20260423,100200,42.90,4136
SIMTEX,20260423,100200,25.00,67580
INTECH,20260423,100200,38.60,10000
DSSL,20260423,100200,9.80,5501
EXIM1STMF,20260423,100200,3.80,3000
IFIC1STMF,20260423,100200,3.90,650
MONOSPOOL,20260423,100200,104.00,1732
PEOPLESINS,20260423,100200,53.50,16060
AAMRATECH,20260423,100200,14.50,19341
NBL,20260423,100200,4.40,250
PRIMETEX,20260423,100200,20.40,20000
BANGAS,20260423,100200,154.10,1923
CAPITECGBF,20260423,100200,7.10,35002
PF1STMF,20260423,100200,7.70,45271
CVOPRL,20260423,100200,163.90,1885
KBPPWBIL,20260423,100200,50.10,1610
REPUBLIC,20260423,100200,33.70,900
SAPORTL,20260423,100200,51.20,15700
SINOBANGLA,20260423,100200,50.30,4000
LOVELLO,20260423,100200,79.20,17983
DSHGARME,20260423,100200,127.70,1340
ETL,20260423,100200,11.40,5063
NAHEEACP,20260423,100200,25.10,11605
BPPL,20260423,100200,15.10,3500
EGEN,20260423,100200,23.30,781
ARGONDENIM,20260423,100200,17.50,1000
AGNISYSL,20260423,100200,25.30,47008
SHEPHERD,20260423,100200,14.50,30470
TOSRIFA,20260423,100200,17.50,1000
LEGACYFOOT,20260423,100200,80.10,7480
RDFOOD,20260423,100200,20.80,2003
INDEXAGRO,20260423,100200,72.00,589
ILFSL,20260423,100200,2.70,5998
SONALIPAPR,20260423,100200,233.20,2789
ABB1STMF,20260423,100200,3.30,6900
MERCANBANK,20260423,100200,8.70,4551
SPCERAMICS,20260423,100200,20.70,10000
PIONEERINS,20260423,100200,62.30,2540
TRUSTBANK,20260423,100200,17.90,1025
EASTERNINS,20260423,100200,58.20,4551
GP,20260423,100200,243.90,52
SEAPEARL,20260423,100200,37.20,1731
DESHBANDHU,20260423,100200,18.40,22655
RAHIMTEXT,20260423,100200,212.30,50
TAMIJTEX,20260423,100200,127.00,1782
PRAGATILIF,20260423,100200,196.90,885
ZEALBANGLA,20260423,100200,130.00,5
