ACMEPL,20260428,100000,24.10,33725
CVOPRL,20260428,100000,163.50,25809
DELTASPINN,20260428,100000,6.60,33200
DSSL,20260428,100000,9.10,1
EHL,20260428,100000,89.20,9750
GENNEXT,20260428,100000,3.00,1
KPCL,20260428,100000,11.00,201
NITOLINS,20260428,100000,32.50,1001
PTL,20260428,100000,64.30,1510
SPCL,20260428,100000,55.40,29413
BDTHAIFOOD,20260428,100000,18.10,7515
BEACONPHAR,20260428,100000,102.30,31350
BGIC,20260428,100000,39.90,3822
BRACBANK,20260428,100000,74.00,3141
CNATEX,20260428,100000,3.40,7001
DAFODILCOM,20260428,100000,113.00,503
DOMINAGE,20260428,100000,63.60,17657
DOREENPWR,20260428,100000,30.50,8668
EBLNRBMF,20260428,100000,3.20,1500
FAMILYTEX,20260428,100000,2.90,112600
FUWANGCER,20260428,100000,12.80,6600
IFADAUTOS,20260428,100000,22.00,100
KEYACOSMET,20260428,100000,4.80,1800
MALEKSPIN,20260428,100000,26.80,1
MEGHNAINS,20260428,100000,30.60,144809
ORIONINFU,20260428,100000,312.20,152
PHARMAID,20260428,100000,570.00,50
PRAGATIINS,20260428,100000,78.70,6060
RELIANCINS,20260428,100000,89.30,110967
RINGSHINE,20260428,100000,3.70,40027
SALVO,20260428,100000,32.80,4001
SHEPHERD,20260428,100000,16.00,349870
SILCOPHL,20260428,100000,14.20,1
SONARGAON,20260428,100000,37.50,1
SPCERAMICS,20260428,100000,20.70,2000
TILIL,20260428,100000,47.50,10
TRUSTBANK,20260428,100000,18.00,50
UNIQUEHRL,20260428,100000,37.00,17602
WALTONHIL,20260428,100000,370.30,101
WATACHEM,20260428,100000,147.90,1400
BDLAMPS,20260428,100000,193.80,2400
BDWELDING,20260428,100000,15.40,1
CITYBANK,20260428,100000,33.40,46998
EASTRNLUB,20260428,100000,1613.00,2536
EIL,20260428,100000,29.70,1022
FEKDIL,20260428,100000,15.10,357000
ICBSONALI1,20260428,100000,4.70,1000
IFIC,20260428,100000,5.00,3000
MONNOFABR,20260428,100000,21.70,67920
NCCBANK,20260428,100000,15.70,1950209
PREMIERBAN,20260428,100000,4.60,5
RUPALIINS,20260428,100000,25.80,31
SINOBANGLA,20260428,100000,53.00,502
SLIPLC,20260428,100000,66.00,1
BANKASIA,20260428,100000,21.70,102
BSC,20260428,100000,103.30,1
DESHBANDHU,20260428,100000,17.40,7300
KBPPWBIL,20260428,100000,49.50,7051
SOUTHEASTB,20260428,100000,9.70,10000
ACI,20260428,100000,202.00,25
EASTLAND,20260428,100000,24.00,9000
INTECH,20260428,100000,36.00,10000
KARNAPHULI,20260428,100000,33.60,6000
TECHNODRUG,20260428,100000,35.30,1
BATBC,20260428,100000,219.80,447
