1STPRIMFMF,20260429,100000,19.40,354
DHAKABANK,20260429,100000,13.40,1001674
MONOSPOOL,20260429,100000,97.30,2
OLYMPIC,20260429,100000,140.00,6126
PTL,20260429,100000,64.20,32610
TRUSTBANK,20260429,100000,18.20,517650
ACMEPL,20260429,100000,22.60,73210
AOL,20260429,100000,15.90,2000
APEXTANRY,20260429,100000,103.20,4670
ARGONDENIM,20260429,100000,16.40,1620
BATBC,20260429,100000,226.00,61
BDLAMPS,20260429,100000,197.20,100
BDTHAIFOOD,20260429,100000,19.40,90436
BPPL,20260429,100000,15.70,1180
DAFODILCOM,20260429,100000,110.00,2
DSHGARME,20260429,100000,126.00,2285
ESQUIRENIT,20260429,100000,21.70,108257
GENNEXT,20260429,100000,3.10,1
GP,20260429,100000,243.80,6
INTRACO,20260429,100000,16.40,5540
JAMUNABANK,20260429,100000,25.10,39861
JMISMDL,20260429,100000,124.00,3903
LOVELLO,20260429,100000,88.90,28040
MPETROLEUM,20260429,100000,201.20,1
MTB,20260429,100000,13.60,106270
NAHEEACP,20260429,100000,22.60,31851
NAVANAPHAR,20260429,100000,58.30,13
NCCBANK,20260429,100000,17.50,653479
POWERGRID,20260429,100000,34.80,19440
PROVATIINS,20260429,100000,36.20,16950
RINGSHINE,20260429,100000,3.70,3
SAFKOSPINN,20260429,100000,20.80,502
SAMATALETH,20260429,100000,121.00,1712
SAPORTL,20260429,100000,52.20,3000
SHEPHERD,20260429,100000,17.30,371012
UNITEDINS,20260429,100000,50.10,7152
UTTARABANK,20260429,100000,25.90,76230
YPL,20260429,100000,22.70,132581
1JANATAMF,20260429,100000,3.00,100
ABBANK,20260429,100000,5.60,501
ANWARGALV,20260429,100000,105.60,103573
BANKASIA,20260429,100000,22.00,189955
BBSCABLES,20260429,100000,19.00,30201
DUTCHBANGL,20260429,100000,47.30,106706
EASTRNLUB,20260429,100000,1648.00,3568
FEKDIL,20260429,100000,15.00,50383
GREENDELT,20260429,100000,63.60,1000
ICB3RDNRB,20260429,100000,4.60,7990
MIDLANDBNK,20260429,100000,16.50,243334
NBL,20260429,100000,4.10,300
PRIME1ICBA,20260429,100000,4.40,21803
PUBALIBANK,20260429,100000,38.20,13503
RDFOOD,20260429,100000,19.90,1150
RELIANCINS,20260429,100000,88.30,57706
SKTRIMS,20260429,100000,9.60,4502
SOUTHEASTB,20260429,100000,10.90,399910
SPCL,20260429,100000,55.20,9148
TITASGAS,20260429,100000,16.80,4002
UNITEDFIN,20260429,100000,13.70,193511
ABB1STMF,20260429,100000,3.20,100
ALIF,20260429,100000,4.70,1600
APEXSPINN,20260429,100000,370.00,2800
BERGERPBL,20260429,100000,1390.00,30
SEAPEARL,20260429,100000,34.70,2100
GQBALLPEN,20260429,100000,635.60,1290
MERCANBANK,20260429,100000,8.80,20600
DESHBANDHU,20260429,100000,17.40,65
RUNNERAUTO,20260429,100000,38.20,1900
SONARBAINS,20260429,100000,34.20,6130
DELTASPINN,20260429,100000,6.60,284200
MEGHNAPET,20260429,100000,43.90,35
PRAGATIINS,20260429,100000,76.50,50
SONALIPAPR,20260429,100000,228.00,200
DESCO,20260429,100000,25.00,12080
DOMINAGE,20260429,100000,64.60,13670
LRBDL,20260429,100000,9.80,5735
QUEENSOUTH,20260429,100000,11.40,150
SALVO,20260429,100000,32.00,500
SAMORITA,20260429,100000,70.00,110
SQURPHARMA,20260429,100000,213.50,24
GSPFINANCE,20260429,100000,4.10,2250
HWAWELLTEX,20260429,100000,42.60,31
PLFSL,20260429,100000,2.40,500
SAIFPOWER,20260429,100000,6.40,602
BEACHHATCH,20260429,100000,28.70,12
LANKABAFIN,20260429,100000,13.90,1232
SLIPLC,20260429,100000,68.00,500
CITYBANK,20260429,100000,32.90,1036
CITYGENINS,20260429,100000,102.00,1
KBPPWBIL,20260429,100000,50.40,11041
MHSML,20260429,100000,19.50,12500
WALTONHIL,20260429,100000,368.70,4
GOLDENSON,20260429,100000,14.00,3000
ICB,20260429,100000,35.00,890
FINEFOODS,20260429,100000,506.50,900
BBS,20260429,100000,11.10,30000
IPDC,20260429,100000,19.30,32051
KDSALTD,20260429,100000,46.00,1000
BDFINANCE,20260429,100000,11.50,590
ILFSL,20260429,100000,2.20,2000
PEOPLESINS,20260429,100000,54.00,10900
ASIATICLAB,20260429,100000,114.00,11272
ETL,20260429,100000,10.70,88096
GLOBALINS,20260429,100000,32.80,4
JHRML,20260429,100000,41.90,7694
KPPL,20260429,100000,14.50,55
SHAHJABANK,20260429,100000,17.50,560
EXIM1STMF,20260429,100000,3.70,3000
ISNLTD,20260429,100000,64.00,9652
PURABIGEN,20260429,100000,27.90,1400
SUNLIFEINS,20260429,100000,73.30,1
BDWELDING,20260429,100000,15.90,1
RANFOUNDRY,20260429,100000,153.50,1
TILIL,20260429,100000,48.60,5500
AL-HAJTEX,20260429,100000,105.50,1100
BGIC,20260429,100000,38.50,4000
SAIHAMCOT,20260429,100000,22.40,279030
SINOBANGLA,20260429,100000,51.80,529
AMANFEED,20260429,100000,26.00,200
AIBL1STIMF,20260429,100000,4.00,1
BATASHOE,20260429,100000,814.20,5
CRYSTALINS,20260429,100000,87.00,5000
KARNAPHULI,20260429,100000,33.10,33500
EHL,20260429,100000,84.00,615
EPGL,20260429,100000,16.50,1
FUWANGCER,20260429,100000,12.40,3945
IBP,20260429,100000,12.60,500
LEGACYFOOT,20260429,100000,76.90,500
KTL,20260429,100000,9.40,1
FASFIN,20260429,100000,2.50,2
PRIMEBANK,20260429,100000,31.10,21100
ROBI,20260429,100000,28.60,7
SIMTEX,20260429,100000,24.10,5500
TAMIJTEX,20260429,100000,119.00,1000
UCB,20260429,100000,8.70,10000
ACFL,20260429,100000,17.20,6897
BESTHLDNG,20260429,100000,12.50,1
PARAMOUNT,20260429,100000,55.50,700
HAKKANIPUL,20260429,100000,76.20,10
QUASEMIND,20260429,100000,39.40,2
STANDBANKL,20260429,100000,5.10,64000
ZAHINTEX,20260429,100000,8.20,25000
EGEN,20260429,100000,22.80,1
ICBSONALI1,20260429,100000,4.70,10000
FIRSTFIN,20260429,100000,4.10,2
BDTHAI,20260429,100000,12.10,60
GHAIL,20260429,100000,12.40,1000
DHAKABANK,20260429,100100,13.30,309946
MONOSPOOL,20260429,100100,98.80,200
OLYMPIC,20260429,100100,140.00,1300
PTL,20260429,100100,64.10,616
TRUSTBANK,20260429,100100,18.20,177600
ACMEPL,20260429,100100,22.70,20471
APEXTANRY,20260429,100100,105.70,13182
ARGONDENIM,20260429,100100,16.50,4480
BATBC,20260429,100100,225.00,84
BDLAMPS,20260429,100100,191.40,1
BDTHAIFOOD,20260429,100100,19.30,46490
BPPL,20260429,100100,15.70,1501
DAFODILCOM,20260429,100100,112.20,500
DSHGARME,20260429,100100,125.00,2100
ESQUIRENIT,20260429,100100,21.70,15075
GENNEXT,20260429,100100,3.10,20000
GP,20260429,100100,243.80,2
INTRACO,20260429,100100,16.50,10911
JAMUNABANK,20260429,100100,25.20,61289
JMISMDL,20260429,100100,122.00,898
LOVELLO,20260429,100100,88.60,53120
MPETROLEUM,20260429,100100,199.50,600
MTB,20260429,100100,13.60,11000
NAHEEACP,20260429,100100,22.60,6100
NAVANAPHAR,20260429,100100,58.00,107
NCCBANK,20260429,100100,17.50,299478
POWERGRID,20260429,100100,34.30,436
PROVATIINS,20260429,100100,35.20,5450
SAFKOSPINN,20260429,100100,20.80,100
SAMATALETH,20260429,100100,120.20,4080
SAPORTL,20260429,100100,52.30,4000
SHEPHERD,20260429,100100,17.10,278980
UNITEDINS,20260429,100100,50.00,13049
UTTARABANK,20260429,100100,26.00,22704
YPL,20260429,100100,22.70,10909
1JANATAMF,20260429,100100,3.10,1
ABBANK,20260429,100100,5.60,4499
ANWARGALV,20260429,100100,104.30,69723
BANKASIA,20260429,100100,22.00,29700
BBSCABLES,20260429,100100,19.00,53315
DUTCHBANGL,20260429,100100,46.90,64563
EASTRNLUB,20260429,100100,1641.00,440
MIDLANDBNK,20260429,100100,16.50,22600
PUBALIBANK,20260429,100100,38.50,40000
RELIANCINS,20260429,100100,88.30,62730
SOUTHEASTB,20260429,100100,10.90,113650
SPCL,20260429,100100,55.60,14800
TITASGAS,20260429,100100,16.80,5000
UNITEDFIN,20260429,100100,13.40,181821
ALIF,20260429,100100,4.70,100
APEXSPINN,20260429,100100,370.00,65
SEAPEARL,20260429,100100,34.50,2090
GQBALLPEN,20260429,100100,639.00,3315
MERCANBANK,20260429,100100,8.90,27699
RUNNERAUTO,20260429,100100,37.90,6200
MEGHNAPET,20260429,100100,42.20,2000
PRAGATIINS,20260429,100100,76.00,3500
DESCO,20260429,100100,25.00,600
DOMINAGE,20260429,100100,64.00,53116
LRBDL,20260429,100100,9.80,2704
SALVO,20260429,100100,32.00,5800
SQURPHARMA,20260429,100100,213.50,176
PLFSL,20260429,100100,2.30,12140
CITYBANK,20260429,100100,32.90,400
KBPPWBIL,20260429,100100,50.40,26550
MHSML,20260429,100100,19.50,52802
GOLDENSON,20260429,100100,13.90,6305
ICB,20260429,100100,34.90,1440
FINEFOODS,20260429,100100,506.00,465
IPDC,20260429,100100,19.30,20742
KDSALTD,20260429,100100,46.00,200
BDFINANCE,20260429,100100,11.50,7410
ILFSL,20260429,100100,2.20,1000
PEOPLESINS,20260429,100100,54.00,4500
